,Kingdom,Phylum,Class,Order,Family,Genus
ASV_1061,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ASV_1062,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA
ASV_1063,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Pygmaiobacter
ASV_1064,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter
ASV_1065,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Anaerosinus
ASV_1066,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Anaerovorax
ASV_1067,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005
ASV_1068,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,p-251-o5,NA
ASV_1069,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter
ASV_1070,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA
ASV_1071,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003
ASV_1072,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005
ASV_1073,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005
ASV_1074,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
ASV_1075,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Negativibacillus
ASV_1076,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,NA,NA
ASV_1077,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,Butyricicoccus
ASV_1078,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_Ga6A1_group
ASV_1079,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ASV_1080,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospirales_fa,Hydrogenoanaerobacterium
ASV_1081,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV_1082,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005
ASV_1083,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214_group
ASV_1084,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
ASV_1085,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter
ASV_1086,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ASV_1087,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Angelakisella
ASV_1088,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
ASV_1089,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA
ASV_1090,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_NK3B31_group
ASV_1091,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005
ASV_1092,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group
ASV_1093,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005
ASV_1094,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium
ASV_1095,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA
ASV_1096,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_NK3B31_group
ASV_1097,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_NK3B31_group
ASV_1098,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Caryophanon
ASV_1099,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ASV_1100,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia
ASV_1101,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides
ASV_1102,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella
ASV_1103,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium
ASV_1104,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_1105,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
ASV_1106,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas
ASV_1107,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ASV_1108,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter
ASV_1109,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group
ASV_1110,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter
ASV_1111,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ASV_1112,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Candidatus_Stoquefichus
ASV_1113,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_1114,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas
ASV_1115,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Bilophila
ASV_1116,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Angelakisella
ASV_1117,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NA
ASV_1118,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
ASV_1119,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA
ASV_1120,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA
ASV_1121,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005
ASV_1122,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214_group
ASV_1123,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Sarcina
ASV_1124,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium
ASV_1125,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus_Soleaferrea
ASV_1126,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter
ASV_1127,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Incertae_Sedis
ASV_1128,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_NK3B31_group
ASV_1129,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,NA,NA
ASV_1130,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,NA,NA
ASV_1131,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
ASV_1132,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA
ASV_1133,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA
ASV_1134,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
ASV_1135,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV_1136,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
ASV_1137,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,NA,NA
ASV_1138,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV_1139,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_1140,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV_1141,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA
ASV_1142,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Hafnia-Obesumbacterium
ASV_1143,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_1144,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV_1145,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA,NA
ASV_1146,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,p-251-o5,NA
ASV_1147,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella
ASV_1148,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_1149,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium
ASV_1150,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,NA,NA
ASV_1151,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus
ASV_1152,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,NA
ASV_1153,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_RF16_group,NA
ASV_1154,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_1155,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ASV_1156,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella
ASV_1157,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV_1158,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV_1159,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group
ASV_1160,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA
ASV_1161,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
ASV_1162,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
ASV_1163,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
ASV_1164,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,NA
ASV_1165,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
ASV_1166,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ASV_1167,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Anaerovorax
ASV_1168,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_1169,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Anaerosinus
ASV_1170,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001
ASV_1171,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira
ASV_1172,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ASV_1173,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter
ASV_1174,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira
ASV_1175,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium
ASV_1176,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
ASV_1177,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ASV_1178,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium
ASV_1179,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ASV_1180,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus
ASV_1181,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group
ASV_1182,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter
ASV_1183,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001
ASV_1184,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Brucella
ASV_1185,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ASV_1186,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter
ASV_1187,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group
ASV_1188,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_NK3B31_group
ASV_1189,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema
ASV_1190,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,UCG-004
ASV_1191,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ASV_1192,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA
ASV_1193,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ASV_1194,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum
ASV_1195,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,NA
ASV_1196,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA
ASV_1197,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA
ASV_1198,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV_1199,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
ASV_1200,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ASV_1201,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_1202,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV_1203,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
ASV_1204,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1
ASV_1205,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA
ASV_1206,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_NK3B31_group
ASV_1207,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides
ASV_1208,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group
ASV_1209,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,NA
ASV_1210,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_AC2044_group
ASV_1211,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium
ASV_1212,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_AC2044_group
ASV_1213,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Subdoligranulum
ASV_1214,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Anaeroplasma
ASV_1215,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Anaeroplasma
ASV_1216,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,NA
ASV_1217,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_1218,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA
ASV_1219,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA
ASV_1220,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA
ASV_1221,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter
ASV_1222,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_1223,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerosporobacter
ASV_1224,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
ASV_1225,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter
ASV_1226,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomethylophilaceae,NA
ASV_1227,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA
ASV_1228,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_NK3B31_group
ASV_1229,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA
ASV_1230,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ASV_1231,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella
ASV_1232,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
ASV_1233,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
ASV_1234,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
ASV_1235,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
ASV_1236,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter
ASV_1237,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides
ASV_1238,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group
ASV_1239,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA
ASV_1240,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_NK3B31_group
ASV_1241,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003
ASV_1242,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillospira
ASV_1243,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia
ASV_1244,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA
ASV_1245,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus
ASV_1246,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA
ASV_1247,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_FCS020_group
ASV_1248,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina
ASV_1249,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA
ASV_1250,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus_Finniella
ASV_1251,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA
ASV_1252,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003
ASV_1253,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter
ASV_1254,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio
ASV_1255,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,p-251-o5,NA
ASV_1256,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_NK3B31_group
ASV_1257,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides
ASV_1258,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Jeotgalibaca
ASV_1259,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Jeotgalibaca
ASV_1260,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ASV_1261,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA
ASV_1262,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Pelomonas
ASV_1263,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella
ASV_1264,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium
ASV_1265,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV_1266,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
ASV_1267,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
ASV_1268,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia
ASV_1269,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1
ASV_1270,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ASV_1271,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group
ASV_1272,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
ASV_1273,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005
ASV_1274,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,NA,NA
ASV_1275,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus
ASV_1276,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA
ASV_1277,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillospira
ASV_1278,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA
ASV_1279,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group
ASV_1280,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ASV_1281,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV_1282,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,UCG-004
ASV_1283,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_NK3B31_group
ASV_1284,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,28-4
ASV_1285,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium
ASV_1287,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
ASV_1288,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_13
ASV_1289,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_13
ASV_1290,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas
ASV_1291,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium
ASV_1292,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides
ASV_1293,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter
ASV_1294,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group
ASV_1295,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
ASV_1296,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia
ASV_1297,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,p-251-o5,NA
ASV_1298,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_NK3B31_group
ASV_1299,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NA
ASV_1300,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group
ASV_1301,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group
ASV_1302,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA
ASV_1303,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium
ASV_1304,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,NA,NA
ASV_1305,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_1306,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium
ASV_1307,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillospira
ASV_1308,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter
ASV_1309,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_NK3B31_group
ASV_1310,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,Butyricicoccus
ASV_1311,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella
ASV_1312,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA
ASV_1313,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA
ASV_1314,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_5
ASV_1315,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
ASV_1316,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter
ASV_1317,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas
ASV_1318,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia
